Sn,From,to,pm10,pm2.5,NO,NO2,NOX,CO,SO2,NH3,Ozone,Benzene
5264,27-03-2023 19:45,27-03-2023 20:00,133,78,4.7,62.1,36.9,1.96,14.9,9.1,30,NA
5265,27-03-2023 20:00,27-03-2023 20:15,133,78,4.8,63.9,37.9,2.03,14.8,9.2,22.7,NA
5266,27-03-2023 20:15,27-03-2023 20:30,133,78,5.5,64.3,38.6,2.04,14.5,9.4,21.7,NA
5267,27-03-2023 20:30,27-03-2023 20:45,133,78,6.1,64.5,39.2,2.11,16,9.6,25.3,NA
5268,27-03-2023 20:45,27-03-2023 21:00,133,101,7.5,65.6,41,2.58,19.2,9.9,16.8,NA
5269,27-03-2023 21:00,27-03-2023 21:15,283,101,10,69,44.8,2.51,20.6,10.6,17.5,NA
5270,27-03-2023 21:15,27-03-2023 21:30,283,101,10.2,69.9,45.5,2.39,21.2,10.9,19.6,NA
5271,27-03-2023 21:30,27-03-2023 21:45,283,101,10,70.5,45.6,2.71,23.6,10.9,14.5,NA
5272,27-03-2023 21:45,27-03-2023 22:00,283,123,10.9,71.2,46.7,2.58,24.8,11.2,13.1,NA
5273,27-03-2023 22:00,27-03-2023 22:15,283,123,13.8,73.7,50.5,2.5,27.2,11.4,12.5,NA
5274,27-03-2023 22:15,27-03-2023 22:30,283,123,18.1,76.2,55.2,2.52,29.8,11.1,11.8,NA
5275,27-03-2023 22:30,27-03-2023 22:45,283,123,26.3,76.9,62.3,2.44,31.8,11.7,11.1,NA
5276,27-03-2023 22:45,27-03-2023 23:00,283,132,30.6,76.1,65.3,2.35,30.6,11.3,12.4,NA
5277,27-03-2023 23:00,27-03-2023 23:15,241,132,30.1,74.4,64,2.18,27.8,10.9,12.9,NA
5278,27-03-2023 23:15,27-03-2023 23:30,241,132,27.6,73.4,61.5,2.22,26.8,10.4,12.2,NA
5279,27-03-2023 23:30,27-03-2023 23:45,241,132,24.9,71.7,58.4,2.18,26.5,10.2,11.6,NA
5280,27-03-2023 23:45,28-03-2023 00:00,241,131,21.8,70.3,55.1,NA,NA,10.3,11.6,NA
5281,28-03-2023 00:00,28-03-2023 00:15,273,131,21.2,68.8,53.8,2.26,21.7,10.3,11.9,NA
5282,28-03-2023 00:15,28-03-2023 00:30,273,131,21.7,67,53.2,2.21,18.7,10.4,11.2,NA
5283,28-03-2023 00:30,28-03-2023 00:45,273,131,24.1,65,54.2,2.23,18.8,11,11.2,NA
5284,28-03-2023 00:45,28-03-2023 01:00,240,123,27.2,62.4,55.3,2.32,17.3,10,11.3,NA
5285,28-03-2023 01:00,28-03-2023 01:15,240,123,29.7,60.9,56.6,2.38,15.8,9.4,10.8,NA
5286,28-03-2023 01:15,28-03-2023 01:30,240,123,30.4,61.3,57.3,2.42,15.4,9.2,11.1,NA
5287,28-03-2023 01:30,28-03-2023 01:45,240,123,30.8,61,57.5,2.54,17,9.5,11,NA
5288,28-03-2023 01:45,28-03-2023 02:00,240,127,33.7,61.5,60.1,2.55,17.4,9.7,11.4,NA
5289,28-03-2023 02:00,28-03-2023 02:15,260,127,39.5,61.8,65,2.75,17.9,9.6,11.7,NA
5290,28-03-2023 02:15,28-03-2023 02:30,260,127,44.5,62.7,69.5,2.82,17.7,9.9,11.5,NA
5291,28-03-2023 02:30,28-03-2023 02:45,260,127,47,64.8,72.7,2.91,19.4,9.3,11.2,NA
5292,28-03-2023 02:45,28-03-2023 03:00,260,141,49.3,66.8,75.6,2.92,20.5,9.7,11.4,NA
5293,28-03-2023 03:00,28-03-2023 03:15,260,141,49.5,70.1,77.5,2.85,20.9,10.1,11.2,NA
5294,28-03-2023 03:15,28-03-2023 03:30,350,141,48,72.5,77.6,2.87,20.8,9.4,10.9,NA
5295,28-03-2023 03:30,28-03-2023 03:45,350,141,52.3,71.2,80.3,2.97,22.2,9.3,11.4,NA
5296,28-03-2023 03:45,28-03-2023 04:00,350,140,67.8,70.5,92.6,2.86,30.5,8.7,11.8,NA
5297,28-03-2023 04:00,28-03-2023 04:15,350,140,94.2,78.7,118.4,2.76,33.1,5.7,11.4,NA
5298,28-03-2023 04:15,28-03-2023 04:30,350,140,99,79.6,122.8,2.63,29.1,9.7,11.7,NA
5299,28-03-2023 04:30,28-03-2023 04:45,350,140,96.8,77.7,120,2.45,26.4,9.4,11.5,NA
5300,28-03-2023 04:45,28-03-2023 05:00,350,122,88.8,73.1,111.1,2.38,25.9,9.2,11.2,NA
5301,28-03-2023 05:00,28-03-2023 05:15,350,122,78.9,69.2,100.9,2.4,24.9,9.7,10.8,NA
5302,28-03-2023 05:15,28-03-2023 05:30,350,122,68,68.9,91.9,2.4,25.4,10.7,10.8,NA
5303,28-03-2023 05:30,28-03-2023 05:45,329,122,68,64.6,89.6,2.61,29.7,10.9,11.3,NA
5304,28-03-2023 05:45,28-03-2023 06:00,329,153,71.7,64.1,92.3,2.61,30.2,10.5,11.9,NA
5305,28-03-2023 06:00,28-03-2023 06:15,329,153,70,64.3,91.1,2.76,29.3,11.2,11.5,NA
5306,28-03-2023 06:15,28-03-2023 06:30,329,153,60.2,67.5,84.9,2.99,27.3,11.3,12.1,NA
5307,28-03-2023 06:30,28-03-2023 06:45,222,153,49.3,71.2,78,3.07,27.2,11.7,11.7,NA
5308,28-03-2023 06:45,28-03-2023 07:00,222,267,38.7,75.9,71.8,3.53,29.9,12.3,11.5,NA
5309,28-03-2023 07:00,28-03-2023 07:15,222,267,31.3,76.5,66.1,3.77,33,13.5,13.4,NA
5310,28-03-2023 07:15,28-03-2023 07:30,222,267,26.6,79.7,64,3.72,37.6,13.3,15.4,NA
5311,28-03-2023 07:30,28-03-2023 07:45,327,267,22.4,81.3,61.4,3.35,33.1,13.5,17.2,NA
5312,28-03-2023 07:45,28-03-2023 08:00,327,220,18.2,80.5,57.6,2.9,29,13.3,23.5,NA
5313,28-03-2023 08:00,28-03-2023 08:15,327,220,13.4,77.3,52,2.66,25.2,13.1,29.4,NA
5314,28-03-2023 08:15,28-03-2023 08:30,327,220,9.7,71.8,46,2.42,23.4,12.9,33.5,NA
5315,28-03-2023 08:30,28-03-2023 08:45,428,220,7.6,66,41.2,2.34,22.3,12.6,35.9,NA
5316,28-03-2023 08:45,28-03-2023 09:00,428,117,6.4,61.5,37.9,2.28,25.2,11.7,NA,NA
5317,28-03-2023 09:00,28-03-2023 09:15,428,117,6.2,58.9,36.4,2.22,32.1,11.7,NA,NA
5318,28-03-2023 09:15,28-03-2023 09:30,428,117,6.5,57.8,36,2.2,54.7,11.2,39.2,NA
5319,28-03-2023 09:30,28-03-2023 09:45,428,117,6.3,58.4,36.2,2.08,66.4,10.2,44.2,NA
5320,28-03-2023 09:45,28-03-2023 10:00,246,76,5.8,58.1,35.6,NA,52.7,9.4,56,NA
5321,28-03-2023 10:00,28-03-2023 10:15,246,76,6.3,56,34.9,NA,182,9.2,34,NA
5322,28-03-2023 10:15,28-03-2023 10:30,246,76,8.5,61.2,39.5,2.77,64.5,8.6,58.1,NA
5323,28-03-2023 10:30,28-03-2023 10:45,246,76,6.9,61.7,38.4,1.97,57.7,8.4,58.7,NA
5324,28-03-2023 10:45,28-03-2023 11:00,246,60,5.6,58.3,35.5,1.97,NA,8.5,59.4,NA
5325,28-03-2023 11:00,28-03-2023 11:15,239,60,4.6,54.3,32.6,1.98,NA,8.5,57.3,NA
5326,28-03-2023 11:15,28-03-2023 11:30,239,60,5.1,54.2,33,1.97,NA,8.5,47.2,NA
5327,28-03-2023 11:30,28-03-2023 11:45,239,60,6.1,57.3,35.4,1.97,43.8,8.8,70.1,NA
5328,28-03-2023 11:45,28-03-2023 12:00,239,45,NA,NA,NA,1.96,85.6,NA,63.4,NA
5329,28-03-2023 12:00,28-03-2023 12:15,132,45,NA,NA,NA,1.97,183,NA,49.2,NA
5330,28-03-2023 12:15,28-03-2023 12:30,132,45,NA,NA,NA,1.97,255.4,13.3,34.5,NA
5331,28-03-2023 12:30,28-03-2023 12:45,132,45,11.3,77.7,50.5,1.95,226.9,9.2,34.6,NA
5332,28-03-2023 12:45,28-03-2023 13:00,132,59,13.3,81.4,54.1,1.97,210,8.8,37.9,NA
5333,28-03-2023 13:00,28-03-2023 13:15,132,59,10.5,83.2,52.8,1.95,183.4,9.1,46.1,NA
5334,28-03-2023 13:15,28-03-2023 13:30,132,59,7.5,80.5,49,1.94,113.2,9.3,64.7,NA
5335,28-03-2023 13:30,28-03-2023 13:45,132,59,6.5,73.4,44.3,1.95,119.6,9.6,61.4,NA
5336,28-03-2023 13:45,28-03-2023 14:00,132,56,5.3,68.2,40.6,1.98,126.4,9.9,61.7,NA
5337,28-03-2023 14:00,28-03-2023 14:15,132,56,4.2,64,37.4,1.97,94.5,10.3,75.5,NA
5338,28-03-2023 14:15,28-03-2023 14:30,132,56,3.4,57.2,33.2,1.98,86.2,10.5,75.7,NA
5339,28-03-2023 14:30,28-03-2023 14:45,132,56,3.3,52.4,30.5,1.98,75.1,10.7,76.6,NA
5340,28-03-2023 14:45,28-03-2023 15:00,132,53,3.5,48.1,28.4,1.99,67.4,10.7,78.3,NA
5341,28-03-2023 15:00,28-03-2023 15:15,132,53,3.7,44.8,26.8,1.96,60.9,11,81,NA
5342,28-03-2023 15:15,28-03-2023 15:30,257,53,3.7,42.4,25.5,1.95,37.9,10.6,90.7,NA
5343,28-03-2023 15:30,28-03-2023 15:45,257,53,4,40.6,24.9,1.95,34.6,10,92.2,NA
5344,28-03-2023 15:45,28-03-2023 16:00,257,44,4.2,38.1,23.7,1.98,38.5,10.3,97.4,NA
5345,28-03-2023 16:00,28-03-2023 16:15,257,44,3.9,36.7,22.7,2.03,41.7,10.6,97.1,NA
5346,28-03-2023 16:15,28-03-2023 16:30,257,44,3.9,36,22.4,2.04,42.9,11,95.1,NA
5347,28-03-2023 16:30,28-03-2023 16:45,178,44,3.6,37.5,22.9,2.06,45,11.2,92.5,NA
5348,28-03-2023 16:45,28-03-2023 17:00,178,59,3.5,37.9,23,1.77,41.3,10.8,94.1,NA
5349,28-03-2023 17:00,28-03-2023 17:15,178,59,3.8,36.5,22.5,1.73,36.4,9.6,94.5,NA
5350,28-03-2023 17:15,28-03-2023 17:30,178,59,3.5,35.7,21.8,1.79,33.8,8.8,89.1,NA
5351,28-03-2023 17:30,28-03-2023 17:45,178,59,4,36,22.4,1.79,27.1,8.1,84.5,NA
5352,28-03-2023 17:45,28-03-2023 18:00,178,65,4.3,35.9,22.6,1.74,20.6,8.2,80.8,NA
5353,28-03-2023 18:00,28-03-2023 18:15,245,65,4.3,36.2,22.8,1.73,15.8,8.1,70.2,NA
5354,28-03-2023 18:15,28-03-2023 18:30,245,65,4.4,39.4,24.5,1.77,13.8,8.3,58,NA
5355,28-03-2023 18:30,28-03-2023 18:45,245,65,4.3,43.7,26.8,1.81,13.3,8.3,50.3,NA
5356,28-03-2023 18:45,28-03-2023 19:00,245,NA,3.9,48.6,29,1.94,13.8,8.8,42.6,NA
5357,28-03-2023 19:00,28-03-2023 19:15,237,NA,3.8,53.8,31.7,1.94,15.4,9,38.6,NA
5358,28-03-2023 19:15,28-03-2023 19:30,237,NA,4.5,56.9,33.9,1.87,14.8,9.2,39,NA
5359,28-03-2023 19:30,28-03-2023 19:45,237,NA,4.3,60.3,35.5,1.82,13.6,8.9,53.1,NA
5360,28-03-2023 19:45,28-03-2023 20:00,237,NA,3.8,58.1,34,1.74,12.9,8.8,62.2,NA
5361,28-03-2023 20:00,28-03-2023 20:15,237,NA,4.1,54.8,32.4,1.89,15.8,8.8,46.9,NA
5362,28-03-2023 20:15,28-03-2023 20:30,237,NA,4,55.3,32.7,1.85,16.2,8.9,53.3,NA
5363,28-03-2023 20:30,28-03-2023 20:45,237,NA,4.2,53.9,32.1,1.81,16,9.1,65,NA
5364,28-03-2023 20:45,28-03-2023 21:00,237,66,3.7,50.5,29.9,1.84,16.2,9.6,61.3,NA
5365,28-03-2023 21:00,28-03-2023 21:15,237,66,3.6,49.5,29.3,1.96,17.5,10.4,49.1,NA
5366,28-03-2023 21:15,28-03-2023 21:30,215,66,3.9,51.8,30.7,1.99,17.4,10.5,38.2,NA
5367,28-03-2023 21:30,28-03-2023 21:45,215,66,4.2,55.3,32.8,1.92,17.6,10.4,38.7,NA
5368,28-03-2023 21:45,28-03-2023 22:00,215,79,4.6,57.7,34.4,1.92,20.6,10.5,46.6,NA
5369,28-03-2023 22:00,28-03-2023 22:15,215,79,4.8,57.3,34.4,1.85,20.3,10.6,48.3,NA
5370,28-03-2023 22:15,28-03-2023 22:30,215,79,4.4,53.9,32.3,1.85,18.7,10.6,47,NA
5371,28-03-2023 22:30,28-03-2023 22:45,194,79,4.6,50.5,30.6,1.84,17.2,10.6,46.1,NA
5372,28-03-2023 22:45,28-03-2023 23:00,194,72,5,47.8,29.5,1.9,16.4,10.5,44.1,NA
5373,28-03-2023 23:00,28-03-2023 23:15,194,72,5,45.6,28.3,1.96,16.3,10.8,40.2,NA
5374,28-03-2023 23:15,28-03-2023 23:30,194,72,5,45.1,28,2.05,15.8,10.8,35.6,NA
5375,28-03-2023 23:30,28-03-2023 23:45,194,72,4.6,45.2,27.8,2.11,16.6,10.9,33.9,NA
5376,28-03-2023 23:45,29-03-2023 00:00,175,79,4.4,46.3,28.2,NA,NA,10.6,32.5,NA
5377,29-03-2023 00:00,29-03-2023 00:15,175,79,4,47,28.2,1.71,16.1,10.7,31.4,NA
5378,29-03-2023 00:15,29-03-2023 00:30,175,79,4.3,48.2,29.1,1.71,16.2,10.4,27.2,NA
5379,29-03-2023 00:30,29-03-2023 00:45,175,79,4.8,51.2,31.2,1.71,15.5,10.5,16.9,NA
5380,29-03-2023 00:45,29-03-2023 01:00,175,92,12.4,64.9,44.6,1.83,15.3,6.4,11.5,NA
5381,29-03-2023 01:00,29-03-2023 01:15,NA,92,30.7,59.9,56.8,1.82,14,7.5,11.3,NA
5382,29-03-2023 01:15,29-03-2023 01:30,NA,92,35.4,63,62.3,1.83,13.1,9.1,11.6,NA
5383,29-03-2023 01:30,29-03-2023 01:45,NA,92,38.3,61.9,64.1,1.84,13.1,9.8,11.3,NA
5384,29-03-2023 01:45,29-03-2023 02:00,NA,116,41.4,61.4,66.3,1.84,12.6,9.9,11,NA
5385,29-03-2023 02:00,29-03-2023 02:15,NA,116,43.7,60,67.5,1.85,14.6,10.1,11.4,NA
5386,29-03-2023 02:15,29-03-2023 02:30,334,116,44.2,61.4,68.6,1.85,15.7,10,11.3,NA
5387,29-03-2023 02:30,29-03-2023 02:45,334,116,44.6,61.7,69.1,1.88,17.1,9.7,10.6,NA
5388,29-03-2023 02:45,29-03-2023 03:00,334,129,46.2,60.8,69.9,1.88,16.2,9.5,11.4,NA
5389,29-03-2023 03:00,29-03-2023 03:15,334,129,49.2,60.9,72.4,1.9,17.5,9.6,11.3,NA
5390,29-03-2023 03:15,29-03-2023 03:30,NA,129,52.1,59.6,74,1.87,18.2,9.8,10.8,NA
5391,29-03-2023 03:30,29-03-2023 03:45,334,129,51.9,59.5,73.8,1.82,17.5,9.9,11.3,NA
5392,29-03-2023 03:45,29-03-2023 04:00,334,119,47.4,60.1,70.5,1.77,16.1,10.1,11.6,NA
5393,29-03-2023 04:00,29-03-2023 04:15,334,119,42.1,58.1,65.2,1.79,16.6,10.1,11.8,NA
5394,29-03-2023 04:15,29-03-2023 04:30,328,119,41.4,57.8,64.4,1.96,17.3,9.9,11.1,NA
5395,29-03-2023 04:30,29-03-2023 04:45,328,119,44,57.6,66.4,2.08,16.7,10,11.7,NA
5396,29-03-2023 04:45,29-03-2023 05:00,328,139,47.4,56.2,68.4,2.07,17.2,10.2,11.2,NA
5397,29-03-2023 05:00,29-03-2023 05:15,328,139,48.8,55.5,69.2,2.04,17.8,10.4,10.7,NA
5398,29-03-2023 05:15,29-03-2023 05:30,348,139,50.8,55,70.5,1.98,19.9,10.7,11.4,NA
5399,29-03-2023 05:30,29-03-2023 05:45,348,139,52,55.8,71.9,1.94,18.2,11.1,11.5,NA
5400,29-03-2023 05:45,29-03-2023 06:00,348,129,49.4,55.5,69.7,1.94,18.3,10.8,11.5,NA
5401,29-03-2023 06:00,29-03-2023 06:15,348,129,45.2,55,66,2.03,19.5,10.8,11.8,NA
5402,29-03-2023 06:15,29-03-2023 06:30,348,129,43.8,54.5,64.6,1.97,19.3,11.4,12,NA
5403,29-03-2023 06:30,29-03-2023 06:45,244,129,41.2,53.2,61.9,1.95,17.7,11.7,12,NA
5404,29-03-2023 06:45,29-03-2023 07:00,244,118,38.4,50.9,58.3,2,17.8,11.9,11.8,NA
5405,29-03-2023 07:00,29-03-2023 07:15,244,118,35.9,50.5,56,2.07,20.2,12.1,13,NA
5406,29-03-2023 07:15,29-03-2023 07:30,244,118,32.2,51.3,53.5,2.02,19.1,11.9,14.4,NA
5407,29-03-2023 07:30,29-03-2023 07:45,244,118,27,51.4,49.4,1.96,18,11.9,20.1,NA
5408,29-03-2023 07:45,29-03-2023 08:00,244,122,19,53.5,43.9,1.88,19.2,12.5,28.3,NA
5409,29-03-2023 08:00,29-03-2023 08:15,244,122,9.1,58.9,38.7,1.67,19.1,12.3,40.1,NA
5410,29-03-2023 08:15,29-03-2023 08:30,244,122,6.4,54,33.9,1.66,19.5,12.3,43.8,NA
5411,29-03-2023 08:30,29-03-2023 08:45,252,122,4.9,48.6,29.8,1.6,22.4,12.1,50.3,NA
5412,29-03-2023 08:45,29-03-2023 09:00,252,92,4.1,43.2,26.3,1.57,23.8,12,NA,NA
5413,29-03-2023 09:00,29-03-2023 09:15,252,92,3.4,37.7,22.9,1.77,23.3,11,NA,NA
5414,29-03-2023 09:15,29-03-2023 09:30,252,92,3.5,34.3,21.1,1.74,24.4,10.5,57.1,NA
5415,29-03-2023 09:30,29-03-2023 09:45,252,92,3.8,33.3,20.8,1.71,32.7,9.6,59,NA
5416,29-03-2023 09:45,29-03-2023 10:00,252,50,4.2,33.9,21.4,NA,89.5,8.9,54.4,NA
5417,29-03-2023 10:00,29-03-2023 10:15,180,50,4.7,37,23.5,NA,112.6,8.9,48.6,NA
5418,29-03-2023 10:15,29-03-2023 10:30,180,50,4.8,42,26.2,2.42,81,8.6,54.4,NA
5419,29-03-2023 10:30,29-03-2023 10:45,180,50,4.1,43.2,26.3,1.59,130.1,8.1,53.4,NA
5420,29-03-2023 10:45,29-03-2023 11:00,180,39,4.3,45.3,27.6,1.59,NA,8.4,53.6,NA
5421,29-03-2023 11:00,29-03-2023 11:15,91,39,4.8,48.7,29.8,1.6,NA,10.6,29.1,NA
5422,29-03-2023 11:15,29-03-2023 11:30,91,39,7.4,67.5,41.9,1.59,NA,8.7,31.1,NA
5423,29-03-2023 11:30,29-03-2023 11:45,91,39,9.1,79.4,49.6,1.58,194.6,6.8,41.4,NA
5424,29-03-2023 11:45,29-03-2023 12:00,91,44,NA,NA,NA,1.53,428.6,NA,17.8,NA
5425,29-03-2023 12:00,29-03-2023 12:15,117,44,NA,NA,NA,1.52,293,NA,15.7,NA
5426,29-03-2023 12:15,29-03-2023 12:30,117,44,NA,NA,NA,1.51,135.9,12,39.6,NA
5427,29-03-2023 12:30,29-03-2023 12:45,117,44,20.4,86.7,62.7,1.48,204.6,8.7,26,NA
5428,29-03-2023 12:45,29-03-2023 13:00,117,49,17.6,90.1,62.2,1.48,255.3,8.4,21.6,NA
5429,29-03-2023 13:00,29-03-2023 13:15,117,49,15.9,92.6,62.2,1.45,154.1,8.5,42.9,NA
5430,29-03-2023 13:15,29-03-2023 13:30,103,49,5.8,91.9,53.6,1.47,44.2,8.9,77.5,NA
5431,29-03-2023 13:30,29-03-2023 13:45,103,49,3.9,60.2,35.2,1.47,163.8,10.6,61.5,NA
5432,29-03-2023 13:45,29-03-2023 14:00,103,45,3.8,57.1,33.5,1.49,135.6,10.5,62.1,NA
5433,29-03-2023 14:00,29-03-2023 14:15,103,45,4,55.6,32.9,1.49,117.6,10.3,63.1,NA
5434,29-03-2023 14:15,29-03-2023 14:30,91,45,4.3,52,31.2,1.48,85.5,10.1,70,NA
5435,29-03-2023 14:30,29-03-2023 14:45,91,45,3.9,47.6,28.5,1.47,69,9.9,74.2,NA
5436,29-03-2023 14:45,29-03-2023 15:00,91,43,2.9,42.8,25.2,1.47,49,10.1,81,NA
5437,29-03-2023 15:00,29-03-2023 15:15,91,43,3.4,39.9,24,1.48,41.6,10,82.8,NA
5438,29-03-2023 15:15,29-03-2023 15:30,NA,43,3.7,42.2,25.4,1.52,38,10.1,71,NA
5439,29-03-2023 15:30,29-03-2023 15:45,91,43,4.2,47.4,28.6,1.55,43.5,10.1,59.3,NA
5440,29-03-2023 15:45,29-03-2023 16:00,91,49,4.7,51.5,31.2,1.53,35.2,9.7,72.2,NA
5441,29-03-2023 16:00,29-03-2023 16:15,91,49,4.9,51,31.1,1.51,36.7,9.8,72,NA
5442,29-03-2023 16:15,29-03-2023 16:30,96,49,4,46.2,27.8,1.49,51.7,10.1,66.4,NA
5443,29-03-2023 16:30,29-03-2023 16:45,96,49,3.3,43.1,25.6,1.56,49.5,10.1,67.4,NA
5444,29-03-2023 16:45,29-03-2023 17:00,96,65,2.8,43.6,25.5,1.59,63.8,10.2,59.3,0.1
5445,29-03-2023 17:00,29-03-2023 17:15,96,65,3,47.8,27.8,1.61,87.7,9.2,46.4,NA
5446,29-03-2023 17:15,29-03-2023 17:30,96,65,3.4,53.4,31.1,1.68,92.6,8.2,39.9,NA
5447,29-03-2023 17:30,29-03-2023 17:45,96,65,3.5,56.8,33.1,1.71,91.7,8,42.1,NA
5448,29-03-2023 17:45,29-03-2023 18:00,96,77,4.3,59,34.9,1.77,87.7,7.8,39.6,NA
5449,29-03-2023 18:00,29-03-2023 18:15,158,77,4.7,61.3,36.4,1.95,80.7,8.1,29.1,NA
5450,29-03-2023 18:15,29-03-2023 18:30,158,77,4.7,63.6,37.6,2.24,71,8.6,23.4,NA
5451,29-03-2023 18:30,29-03-2023 18:45,158,77,5.5,66.3,39.8,2.28,59.1,10.1,22,NA
5452,29-03-2023 18:45,29-03-2023 19:00,158,171,5.4,69,41.1,2.19,53.1,10.5,27.3,NA
5453,29-03-2023 19:00,29-03-2023 19:15,313,171,4.8,70.6,41.5,2.24,46.7,10.6,17.4,NA
5454,29-03-2023 19:15,29-03-2023 19:30,313,171,5,73.2,43,2.48,41,10.8,9,NA
5455,29-03-2023 19:30,29-03-2023 19:45,313,171,6.2,77.5,46.3,2.62,35.1,10.7,5.7,NA
5456,29-03-2023 19:45,29-03-2023 20:00,313,150,10.7,78.7,50.6,2.94,34.7,11.3,6.4,NA
5457,29-03-2023 20:00,29-03-2023 20:15,313,150,12.1,79.3,52,2.31,28.6,11.9,30.4,NA
5458,29-03-2023 20:15,29-03-2023 20:30,313,150,7.7,79.7,48.6,2.14,20.1,11.4,36.1,NA
5459,29-03-2023 20:30,29-03-2023 20:45,313,150,6.1,74.5,44.6,2.07,15.6,10.9,44.8,NA
5460,29-03-2023 20:45,29-03-2023 21:00,313,68,5.3,65.9,39.4,2.1,14.5,10.5,47.5,NA
5461,29-03-2023 21:00,29-03-2023 21:15,332,68,4.8,59.3,35.4,2.2,10.7,10,45.9,NA
5462,29-03-2023 21:15,29-03-2023 21:30,332,68,4.5,54.8,32.8,2.22,9.8,9.8,47.8,NA
5463,29-03-2023 21:30,29-03-2023 21:45,332,68,4.6,50.3,30.4,2.28,11.7,9.8,46.1,NA
5464,29-03-2023 21:45,29-03-2023 22:00,332,63,3.9,47.7,28.6,2.32,13,10.3,45.7,NA
5465,29-03-2023 22:00,29-03-2023 22:15,182,63,3.5,47.4,28,2.39,14.7,10.3,43.7,NA
5466,29-03-2023 22:15,29-03-2023 22:30,182,63,3.5,46.4,27.5,2.42,17.7,10.4,41.3,NA
5467,29-03-2023 22:30,29-03-2023 22:45,182,63,3.7,46.4,27.7,2.4,18.6,10.6,38.7,NA
5468,29-03-2023 22:45,29-03-2023 23:00,182,79,3.9,47.1,28.2,2.47,18.4,10.7,33.1,NA
5469,29-03-2023 23:00,29-03-2023 23:15,160,79,3.3,49,28.8,2.47,17,10.5,29,NA
5470,29-03-2023 23:15,29-03-2023 23:30,160,79,3.2,48.8,28.5,2.5,16.4,10.3,28.8,NA
5471,29-03-2023 23:30,29-03-2023 23:45,160,79,3.2,48.6,28.5,2.45,16.2,10.2,29.1,NA
5472,29-03-2023 23:45,30-03-2023 00:00,160,82,3.6,47.2,28,NA,NA,10.5,24.9,NA
5473,30-03-2023 00:00,30-03-2023 00:15,160,82,3.8,47.3,28.2,1.66,14.3,10.7,20.5,NA
5474,30-03-2023 00:15,30-03-2023 00:30,160,82,4.9,47.5,29.3,1.65,11.3,10.7,16.1,NA
5475,30-03-2023 00:30,30-03-2023 00:45,160,82,5.4,48.3,30.1,1.63,9.2,10.5,11.1,NA
5476,30-03-2023 00:45,30-03-2023 01:00,178,91,5.6,50.9,31.7,1.64,9,9.8,4.8,NA
5477,30-03-2023 01:00,30-03-2023 01:15,178,91,7.4,53.9,34.7,1.66,8,9.3,2.3,NA
5478,30-03-2023 01:15,30-03-2023 01:30,178,91,10,56,37.9,1.66,6.9,9.1,2,NA
5479,30-03-2023 01:30,30-03-2023 01:45,178,91,11.5,57.1,39.7,1.74,6.8,8.9,2,NA
5480,30-03-2023 01:45,30-03-2023 02:00,178,195,13.8,57.3,41.7,1.69,8,8.6,1.7,NA
5481,30-03-2023 02:00,30-03-2023 02:15,718,195,15.7,56.5,42.9,1.69,7.7,9.3,1.7,NA
5482,30-03-2023 02:15,30-03-2023 02:30,718,195,18.9,56.2,45.3,1.74,8.6,9.8,2,NA
5483,30-03-2023 02:30,30-03-2023 02:45,718,195,25,57.4,50.9,1.81,9.2,9.9,1.7,NA
5484,30-03-2023 02:45,30-03-2023 03:00,718,178,32.8,57.6,57.3,1.97,11.6,9.6,1.4,NA
5485,30-03-2023 03:00,30-03-2023 03:15,718,178,43.9,55.4,65.2,1.92,11.3,9.5,2,NA
5486,30-03-2023 03:15,30-03-2023 03:30,396,178,48.7,59.4,71.2,1.96,12.7,9.3,1.6,NA
5487,30-03-2023 03:30,30-03-2023 03:45,396,178,52.6,60.5,75,1.98,12.2,9.3,1.8,NA
5488,30-03-2023 03:45,30-03-2023 04:00,396,127,52.9,60.9,75.5,2,11.6,9.5,1.1,NA
5489,30-03-2023 04:00,30-03-2023 04:15,396,127,51.3,59.4,73.3,2.08,10.5,9.9,1.4,NA
5490,30-03-2023 04:15,30-03-2023 04:30,301,127,50.5,57.7,71.7,2.04,10.9,9.8,1.9,NA
5491,30-03-2023 04:30,30-03-2023 04:45,301,127,49.8,56.9,70.7,1.98,13.2,9.9,1,NA
5492,30-03-2023 04:45,30-03-2023 05:00,301,130,50.2,55.6,70.4,2.1,14.9,10.2,1.6,NA
5493,30-03-2023 05:00,30-03-2023 05:15,301,130,54.4,56.3,74.1,2.69,18.9,10.5,1.7,NA
5494,30-03-2023 05:15,30-03-2023 05:30,301,130,63.9,59,83.4,2.55,21.1,11,1.4,NA
5495,30-03-2023 05:30,30-03-2023 05:45,301,130,75.4,61,93.7,2.58,19.8,10.4,1.7,NA
5496,30-03-2023 05:45,30-03-2023 06:00,301,220,84.6,62.9,102.3,2.59,17.6,10,1.6,NA
5497,30-03-2023 06:00,30-03-2023 06:15,301,220,89.5,63.2,106.4,2.51,18,10.6,1.6,NA
5498,30-03-2023 06:15,30-03-2023 06:30,405,220,91.4,61.9,107.2,2.28,16.5,11,2.3,NA
5499,30-03-2023 06:30,30-03-2023 06:45,405,220,88.7,59.5,103.7,2.13,13.9,11.1,1.5,NA
5500,30-03-2023 06:45,30-03-2023 07:00,405,150,80.3,55.4,94.8,1.96,12.9,12,2.3,NA
